Column1,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Mobile Phone,Toshiba,DECDC3C3,Hospital spend new share have protect hot adult economy job board theory quickly.,93961,20-02-2025,21-03-2025,2,Betty Snyder,Port Stephaniehaven,South,N/A,MediaTek Dimensity,32GB,128GB,N/A
Mobile Phone,HP,C2F88802,Plan about sit bill range Democrat.,56964,01-08-2024,14-08-2024,6,Amanda Alvarez,South Kelly,South,N/A,Snapdragon 7 Gen,8GB,1TB,N/A
Laptop,iQOO,5B00EE28,Agree writer run interview professional yet quality hospital send exist.,191149,19-10-2023,31-10-2023,4,Bianca Perez,Poolemouth,Central,Ryzen 7,Ryzen 7,8GB,128GB,256GB
Laptop,Google,2033356D,Record avoid second begin move to gun form assume least national move.,107654,08-06-2023,11-06-2023,7,Miranda Cook,Knappberg,Central,Ryzen 5,Ryzen 5,4GB,256GB,1TB
Laptop,Apple,B5714ED0,Prevent television land information analysis south movie audience over.,15497,25-08-2023,07-09-2023,7,David Bradley,Rebeccatown,East,Ryzen 7,Ryzen 7,12GB,512GB,2TB
Laptop,OnePlus,C08D0A20,Long anything art issue happy represent personal physical be.,60100,01-04-2024,11-05-2024,4,Elizabeth Jackson,East Kevinstad,North,i7,i7,12GB,1TB,1TB
Laptop,Realme,A7631B1A,Market difference sound boy surface record activity single key environment number threat.,178421,15-04-2024,11-05-2024,10,Anthony Henry,Dorothyberg,East,Ryzen 3,Ryzen 3,4GB,256GB,256GB
Laptop,Acer,082DAFE9,Believe thus fish market develop cold wall rate spring news positive.,62319,29-04-2024,06-06-2024,8,Pamela Maxwell,New Taylor,South,Ryzen 5,Ryzen 5,8GB,128GB,256GB
Mobile Phone,Toshiba,A5C8DE7A,Memory some business your anything contain environment war major however it.,115337,08-05-2024,17-06-2024,6,Jennifer Warner,New Lori,North,N/A,Snapdragon 7s,16GB,64GB,N/A
Mobile Phone,Lenovo,7DD2749F,The reality we happen so rise top require hold eight ten social.,128643,05-07-2023,13-08-2023,8,David Knight,New Peter,East,N/A,Snapdragon 7s,8GB,1TB,N/A
Laptop,Dell,AE9EFC43,Professional street can discuss news evidence she.,65217,24-02-2025,19-03-2025,1,Maria Hopkins,South William,East,Ryzen 3,Ryzen 3,16GB,1TB,512GB
Laptop,Redmi,C47D4A2E,Camera various worry skin include visit test.,79780,05-09-2024,06-09-2024,10,Robert Spencer,Kingburgh,East,Ryzen 9,Ryzen 9,8GB,64GB,256GB
Laptop,Nokia,B4F71F7D,Ability population attorney per fact ever cover still reveal above create deal area to.,151181,26-08-2024,05-10-2024,4,Kyle Foster,South Gerald,East,i3,i3,8GB,64GB,2TB
Laptop,Acer,95D8C40E,Idea line expert authority expect investment world.,10719,27-06-2024,10-07-2024,7,Michael Carter,Robertchester,East,i3,i3,4GB,64GB,512GB
Mobile Phone,Huawei,21CA7D5F,Hand piece must main rise share meeting economy building cost commercial per.,55754,11-08-2023,05-10-2023,6,Melanie French,New Madison,East,N/A,MediaTek Dimensity,8GB,256GB,N/A
Mobile Phone,Redmi,6E16B093,Important western social page role skin month movement might.,110906,06-03-2024,31-03-2024,6,Robert Cobb,Abigailtown,Central,N/A,MediaTek Dimensity,4GB,64GB,N/A
Mobile Phone,HP,C1B415C1,Professional machine fight door I issue positive building last glass city run increase.,174212,14-02-2024,13-03-2024,10,Sean Mccoy,Lake Ronaldland,South,N/A,Snapdragon 7 Gen,32GB,64GB,N/A
Mobile Phone,OnePlus,4A034EB0,Manager north ball some protect modern social it pick group firm day by.,148622,22-03-2023,06-05-2023,5,Anna Anderson,East Johnland,West,N/A,Samsung Exynos,8GB,256GB,N/A
Mobile Phone,Microsoft,75B0FC94,Election moment down window hair week new official good.,136200,01-02-2024,26-03-2024,1,Robin Hobbs,Morrismouth,Central,N/A,Snapdragon 7s,12GB,256GB,N/A
Mobile Phone,Oppo,F4F24EA6,Note itself until way country customer of do.,112448,18-02-2025,18-03-2025,2,Patrick Gomez,Bettymouth,Central,N/A,MediaTek Dimensity,6GB,128GB,N/A
Mobile Phone,Google,8EB13CED,Cut center board one writer family weight line fire threat down development race.,121904,21-09-2023,10-10-2023,5,Gina Jordan,Tuckerport,East,N/A,Samsung Exynos,6GB,512GB,N/A
Mobile Phone,Asus,444F53A5,President report view trial also protect herself eye allow call suggest.,124068,22-02-2025,10-04-2025,10,Lauren Gibson,Cynthiaville,South,N/A,MediaTek Helio,16GB,512GB,N/A
Mobile Phone,Asus,32F9B20F,Them use partner back million reason imagine.,155338,15-03-2025,12-04-2025,9,Kimberly Larson,Lake Lauriechester,Central,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
Mobile Phone,Huawei,3C9210DD,Much organization yes drop kind send organization.,134280,21-07-2024,27-07-2024,8,Mrs. Erin Alexander,Nicolechester,Central,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
Laptop,Google,4CC0F824,Suffer send great then wish sing site opportunity but artist road.,85638,30-05-2024,14-07-2024,8,Nathaniel Dominguez,Lake Justin,West,i3,i3,32GB,1TB,512GB
Mobile Phone,Sony,C110B7E1,Our floor truth whose ok candidate trouble protect can very how.,139790,24-10-2023,19-11-2023,7,Jenna Dean,Greenborough,South,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
Mobile Phone,Motorola,607D27B4,Prove material thank someone deep part term seem wonder line structure step.,197867,01-12-2024,15-12-2024,6,Jennifer Adams,West Arthur,South,N/A,MediaTek Dimensity,16GB,512GB,N/A
Laptop,Google,3C1A4A9B,Deal determine class as seat reach yeah it go pull cold lead.,11534,08-09-2024,02-11-2024,5,Keith Thomas,Perryfort,West,Ryzen 7,Ryzen 7,6GB,512GB,256GB
Mobile Phone,Realme,3D04FEEA,Produce true clearly month step quickly choice effect.,170958,11-11-2023,10-12-2023,9,Marcus Rodriguez,Powersfort,East,N/A,Snapdragon 7 Gen,16GB,1TB,N/A
Laptop,Toshiba,CB37ED95,Somebody professor watch somebody herself sea lead action.,197178,25-06-2023,28-07-2023,3,Abigail Smith,Stephensonton,Central,Ryzen 7,Ryzen 7,6GB,128GB,2TB
Laptop,Nokia,F603AE06,Item eight teach decade station drive fish information growth member imagine population when.,36342,19-08-2024,23-08-2024,10,Juan George,South Dianeburgh,North,Ryzen 7,Ryzen 7,4GB,64GB,256GB
Laptop,Microsoft,859E351B,These evening provide its inside clear number increase small ok science run painting.,161210,27-07-2023,12-08-2023,5,Sharon Morris,Kimberlybury,South,Ryzen 3,Ryzen 3,4GB,256GB,2TB
Mobile Phone,Oppo,49737CC5,Travel research leader employee keep western series result similar cause.,170003,29-05-2024,13-06-2024,10,Kerri Ortiz,East Kathryn,South,N/A,Snapdragon 7s,8GB,512GB,N/A
Laptop,Huawei,9F0BC862,Still window cultural attorney she future road speak black agent crime.,17243,12-05-2024,05-06-2024,8,Jennifer Benitez,East Barbaratown,Central,i3,i3,12GB,128GB,256GB
Laptop,Realme,D8168ECC,Training early smile interview free city even help two cut fine among.,125043,02-06-2024,03-07-2024,3,Kelly Baker,West Jeremiahbury,East,Ryzen 9,Ryzen 9,6GB,64GB,512GB
Laptop,HP,77232AF9,Figure both picture skill high difficult as subject four visit.,184619,27-03-2023,05-05-2023,5,Amy Rogers,North Donald,Central,Ryzen 3,Ryzen 3,6GB,128GB,1TB
Mobile Phone,Microsoft,36025554,Someone organization recent who audience finally.,32511,22-03-2024,31-03-2024,8,Amanda Rogers,New Michaelburgh,North,N/A,Snapdragon 8 Gen,12GB,1TB,N/A
Laptop,Toshiba,5A077387,Air surface born difficult hundred almost let road drug painting sit.,108200,21-07-2024,25-08-2024,9,Thomas Wilson,Terryville,West,Ryzen 7,Ryzen 7,4GB,64GB,1TB
Mobile Phone,HP,B4AE03BE,Sign hotel in eight debate course strategy industry cold herself soldier firm art.,166928,23-08-2024,18-10-2024,8,Jacob Ryan,North Jamie,Central,N/A,MediaTek Dimensity,4GB,256GB,N/A
Laptop,Redmi,2E151090,Man southern before even season night.,137198,10-03-2025,18-03-2025,8,Frank Sweeney,Port Michael,South,Ryzen 3,Ryzen 3,32GB,512GB,256GB
Laptop,Asus,75C9DE7C,Imagine oil laugh company deal think.,149766,08-05-2023,04-07-2023,10,Antonio Baldwin III,East Tinamouth,Central,i5,i5,4GB,64GB,1TB
Laptop,Redmi,4DD8EEF1,Indicate every class listen sit short result lawyer by certain.,137096,17-08-2024,18-09-2024,6,Alex White,Lake Kenneth,North,Ryzen 3,Ryzen 3,4GB,128GB,256GB
Mobile Phone,Vivo,31D6E768,Sister with forget me sign continue seven woman couple game deep city no.,142083,02-05-2024,17-06-2024,10,Samuel Brown,Port Andrewshire,East,N/A,Snapdragon 8 Gen,6GB,128GB,N/A
Mobile Phone,Acer,070105D8,Thousand talk outside window job black position commercial service room.,149052,12-01-2024,14-02-2024,9,Anthony Rivera,Smithmouth,South,N/A,Snapdragon 7s,32GB,128GB,N/A
Mobile Phone,Asus,AE096E7E,Ever like population quickly month career food reach.,10357,17-08-2023,15-09-2023,2,Brenda Lee,West Shellyport,North,N/A,MediaTek Helio,4GB,512GB,N/A
Mobile Phone,Oppo,6474ABBE,Board never how research data shake.,42725,09-10-2023,23-10-2023,1,Jacob Salazar,Gabrielleport,West,N/A,MediaTek Helio,32GB,64GB,N/A
Laptop,HP,083B81C3,Indeed way improve college look dark.,161273,27-04-2023,29-04-2023,8,Julie Rojas,Hughesside,South,i5,i5,32GB,1TB,256GB
Mobile Phone,Acer,27BFD7C0,Suggest artist institution dinner lead gun summer factor success around ago owner.,84966,02-05-2023,08-05-2023,10,Gary Ochoa,South Antonio,North,N/A,Snapdragon 7s,6GB,512GB,N/A
Mobile Phone,iQOO,8E3152AA,Stand since area and during key.,33059,15-07-2024,09-08-2024,10,Larry Rodriguez,West James,North,N/A,Snapdragon 8 Gen,6GB,256GB,N/A
Laptop,Dell,10621027,Enter vote social play culture per operation early improve.,186932,19-02-2024,19-04-2024,9,Christine Schwartz,Lake Thomasberg,Central,i9,i9,12GB,1TB,256GB
Laptop,Apple,473A54EA,Back white room wish control body.,160413,16-03-2024,08-04-2024,7,Heather Wilson,South Beverly,West,Ryzen 5,Ryzen 5,16GB,512GB,1TB
Mobile Phone,Motorola,8E5950DE,Third feel southern employee station approach various together operation it fight.,80306,08-09-2023,02-10-2023,8,Julie Lee,Martinport,South,N/A,Apple A-Series,8GB,256GB,N/A
Laptop,Sony,6C6C6A7E,Development same surface surface herself certain stop ten among including level situation maintain week.,84156,25-09-2024,19-10-2024,6,Teresa Benitez,Christopherfort,South,i5,i5,6GB,256GB,2TB
Mobile Phone,Nokia,CE00009C,Prove price wear most people west minute still.,104190,02-11-2024,18-11-2024,10,Jessica Perez,Brennanfurt,West,N/A,MediaTek Dimensity,12GB,1TB,N/A
Laptop,Lenovo,5BFC8BBB,Color past reflect worker scientist home.,49596,02-08-2023,19-09-2023,10,Julia Wilson DVM,Lake Rebecca,East,Ryzen 9,Ryzen 9,16GB,1TB,256GB
Mobile Phone,Apple,ABA479D3,Speech get very I defense room seek customer administration dark anything.,66986,05-01-2024,26-02-2024,1,William Rogers,East Patriciaborough,Central,N/A,Snapdragon 8 Gen,32GB,512GB,N/A
Mobile Phone,Toshiba,C3A6075A,Citizen if toward free so begin us certainly century effect.,13471,16-03-2025,22-03-2025,6,Jasmine Cuevas,Crystalhaven,North,N/A,Apple A-Series,4GB,128GB,N/A
Mobile Phone,Dell,D771E88F,Task bad artist professor capital something state spring evening that modern situation.,9552,17-02-2025,25-03-2025,7,Nathan Heath,Brownview,South,N/A,MediaTek Dimensity,32GB,512GB,N/A
Mobile Phone,Nokia,A3B9D57C,Top as when standard body treatment sport approach black more smile chance.,133410,19-09-2023,03-10-2023,2,Adam Sullivan,Tuckerchester,Central,N/A,MediaTek Helio,12GB,1TB,N/A
Mobile Phone,iQOO,6F83C1C0,Interest break safe where prepare travel.,161894,29-04-2024,26-05-2024,6,Joshua Roberts,Port Justin,East,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
Mobile Phone,HP,74176C0D,Organization not president food play amount ability security.,107937,03-09-2024,02-10-2024,9,Timothy Santos,Watkinsborough,East,N/A,Snapdragon 7 Gen,32GB,64GB,N/A
Laptop,Vivo,FE2F8E8D,Sport allow development executive why start without.,80191,14-04-2023,15-04-2023,6,Keith Hall,East Sarah,South,Ryzen 7,Ryzen 7,8GB,256GB,256GB
Mobile Phone,iQOO,089F73BC,Gas process door author arm nature actually professional politics shake this computer.,117404,22-12-2024,07-01-2025,2,Jeffrey Brock,New Amandastad,Central,N/A,Samsung Exynos,6GB,64GB,N/A
Mobile Phone,Motorola,70D834A8,Purpose rise writer wind music reality course low customer.,10231,12-05-2024,24-05-2024,1,Dawn Todd,South Anthonyton,North,N/A,Samsung Exynos,16GB,512GB,N/A
Mobile Phone,Apple,801FC234,Week west page fire so ask teacher drop piece girl Congress song stage.,168378,11-03-2024,30-03-2024,9,Jessica Wilson,Willisborough,Central,N/A,MediaTek Helio,8GB,64GB,N/A
Laptop,Motorola,7AFC2E71,Material class manager city develop operation Congress total say music last opportunity employee.,193541,11-09-2024,19-10-2024,7,Randy Rhodes,East Russellstad,South,Ryzen 9,Ryzen 9,32GB,1TB,1TB
Mobile Phone,Vivo,BB9C3D49,Word ten set reality responsibility who economic behind order piece goal Mrs provide.,23922,10-10-2023,12-11-2023,8,Maria Frey,South Marcside,Central,N/A,Snapdragon 7s,4GB,256GB,N/A
Mobile Phone,Oppo,7512EC05,Six interesting phone character movement fill over central.,145349,19-10-2024,19-11-2024,1,Michael Meyer,New Darrylmouth,East,N/A,Snapdragon 8 Gen,8GB,256GB,N/A
Laptop,Sony,7A1F15B1,Thank show positive tend race everybody themselves serve claim describe buy degree.,30058,29-04-2023,19-05-2023,1,Edward Palmer,Wisemouth,West,Ryzen 5,Ryzen 5,4GB,64GB,256GB
Laptop,Oppo,B6644D22,Through want write beat side table and.,68717,08-04-2023,11-05-2023,2,Daniel Carter,Lauriestad,South,Ryzen 5,Ryzen 5,6GB,1TB,1TB
Laptop,Toshiba,E6B0429F,Agreement word eight exist number lot place if.,89251,21-04-2024,28-05-2024,10,Marcia Simpson,Weaverland,Central,i9,i9,4GB,1TB,2TB
Mobile Phone,Google,BA46842A,Require success everyone direction cause project then fund pull food cost risk.,44965,01-04-2024,20-05-2024,2,Austin Kelly,New Desiree,Central,N/A,Snapdragon 8 Gen,6GB,128GB,N/A
Laptop,HP,76183088,Truth parent significant record happy number other you majority hot hot career.,162143,04-02-2025,16-02-2025,7,Richard Wong,New Jameshaven,East,i5,i5,32GB,64GB,256GB
Laptop,Asus,E3D31276,Congress civil especially reduce heavy entire maybe involve candidate practice defense so anyone.,192855,24-04-2024,20-06-2024,4,Holly White,Nelsonstad,Central,i3,i3,12GB,128GB,512GB
Mobile Phone,OnePlus,48A0277C,Same every decade education result military threat.,114202,22-06-2024,10-07-2024,9,Justin Lawson,Bryanmouth,Central,N/A,MediaTek Helio,16GB,1TB,N/A
Mobile Phone,Huawei,A2C9AC5C,History feel course drop focus explain three natural others into sit.,21871,28-02-2025,06-03-2025,3,Mr. Cory Lewis,North Cherylland,East,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
Laptop,Motorola,FB33428E,Leave contain through its base idea mouth ever discover natural.,146648,18-07-2023,18-08-2023,8,Brett Tran,New Joseph,West,i3,i3,8GB,256GB,512GB
Laptop,Toshiba,4B6EB507,General management road group teacher occur fine military next second since task.,199198,11-04-2024,03-05-2024,10,John Scott,Evansville,Central,i3,i3,4GB,512GB,2TB
Laptop,Sony,3C151ED2,Education painting shake boy enough recent second.,157754,02-09-2024,04-09-2024,9,Crystal Holloway,West Jennifer,West,i5,i5,32GB,256GB,256GB
Mobile Phone,iQOO,1B0206B3,Relate think plan medical hand pressure.,64785,11-08-2023,23-09-2023,1,Lee Anderson,North Johnmouth,South,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
Mobile Phone,Microsoft,00F0476A,Base bed skill trial long mouth.,180483,13-03-2025,03-04-2025,7,Melissa Anderson,Longberg,Central,N/A,Samsung Exynos,12GB,128GB,N/A
Mobile Phone,Acer,B09046C4,Old worker debate join if all develop live hope report arrive production.,134270,11-11-2023,27-11-2023,7,James Moore,Grahamland,South,N/A,Snapdragon 8 Gen,32GB,1TB,N/A
Mobile Phone,Asus,BA2ED98C,Improve change go daughter traditional project.,118159,22-08-2024,16-09-2024,8,Sheila Vasquez,Lake Jenniferhaven,East,N/A,Apple A-Series,4GB,512GB,N/A
Mobile Phone,Realme,95CD6741,Decision head unit affect he them compare almost hit voice anything help.,83773,07-10-2024,25-11-2024,2,Jennifer Skinner,South Melissa,South,N/A,MediaTek Helio,8GB,1TB,N/A
Mobile Phone,Realme,17D2B925,Door son political everything economic wonder establish take fill.,109952,01-02-2024,01-04-2024,7,John Hall,Lake Rachel,South,N/A,Apple A-Series,12GB,128GB,N/A
Laptop,Microsoft,47D4FCD0,Board measure sign those work fact foreign throughout manage tax government future participant.,180782,22-10-2023,21-11-2023,2,Elizabeth Anderson MD,Simsview,South,i7,i7,12GB,512GB,256GB
Mobile Phone,HP,100DF3D1,Prepare while herself old forget whom letter against.,192931,18-11-2023,20-11-2023,5,Sarah Rocha,Garytown,Central,N/A,Snapdragon 7s,12GB,128GB,N/A
Mobile Phone,Realme,F4600CB1,Affect local save ever behind reality too in kitchen modern person agency.,190965,04-05-2024,17-06-2024,10,Linda Kennedy,Josephland,West,N/A,Apple A-Series,6GB,64GB,N/A
Laptop,Huawei,288B8A2A,Pay article yeah truth form reality central skill several miss.,187061,17-04-2023,11-05-2023,2,Stephanie Smith,Lake Leslieport,South,Ryzen 9,Ryzen 9,16GB,128GB,1TB
Laptop,Dell,8EBCED1B,Yourself street data tonight company when manage sit protect.,174203,25-04-2024,17-05-2024,5,Emily Maldonado,Port Hailey,Central,i7,i7,32GB,1TB,256GB
Laptop,Realme,A741333C,Or sing form war Republican whose spend contain customer citizen education experience.,27590,08-02-2025,04-03-2025,9,Whitney Lopez,Port Sheila,East,Ryzen 5,Ryzen 5,6GB,256GB,1TB
Laptop,Apple,2C317FFC,Suffer fund subject information drop watch trip ahead involve rule.,174093,06-01-2025,13-02-2025,8,Rebecca Johnson,Kathleenborough,Central,i9,i9,12GB,1TB,1TB
Mobile Phone,Nokia,C8E72D90,Somebody manager several doctor as possible truth good sea chair fast serve including somebody.,117167,03-04-2024,17-05-2024,6,Jose Tanner,Marychester,East,N/A,Snapdragon 7s,4GB,128GB,N/A
Mobile Phone,Vivo,68E6607B,Work draw report movie act inside attention service sister home position toward oil.,73496,25-12-2024,03-01-2025,7,Joseph Monroe,Moorehaven,Central,N/A,Snapdragon 8 Gen,12GB,512GB,N/A
Laptop,Vivo,81B647C4,Tough yeah its organization line physical that stock majority million voice it.,97535,23-11-2024,02-12-2024,3,Brittany Young,New Angelaland,East,i7,i7,16GB,512GB,256GB
Mobile Phone,iQOO,881EDB7D,Point enough lay nice also they fine who possible chair bill course enjoy.,59524,24-03-2023,13-05-2023,3,Mary Price,Johnborough,East,N/A,Snapdragon 8 Gen,12GB,256GB,N/A
Mobile Phone,Sony,58E38059,Find high week administration month cultural agency nation positive can.,29217,11-10-2023,08-12-2023,5,Edward Wong,Seantown,North,N/A,Snapdragon 8 Gen,8GB,256GB,N/A
Laptop,Nokia,080EE8C3,Boy discover tonight skill begin dark trip break ball.,79152,04-02-2025,15-03-2025,3,Sarah Bowman,East Rhonda,East,i7,i7,6GB,128GB,256GB
Mobile Phone,Acer,AD10525C,Design personal education why five arm save garden seven scene worry property.,94283,19-06-2023,30-07-2023,1,Sarah Campbell,Jamesmouth,West,N/A,Snapdragon 8 Gen,6GB,64GB,N/A
Mobile Phone,Samsung,211CE4AB,Response kitchen shoulder hit account that prevent.,176264,05-06-2023,25-06-2023,1,Brittany Duncan,West Taylorfort,North,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
Mobile Phone,Asus,EBACCB38,Of market official guess this be want list this cause much.,104060,08-02-2025,09-02-2025,1,Crystal Campbell,Michaelmouth,Central,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
Mobile Phone,Toshiba,A08DBC33,Party defense about way surface include kind population blue.,189697,20-12-2024,03-01-2025,1,William George,Allenshire,Central,N/A,MediaTek Dimensity,8GB,128GB,N/A
Mobile Phone,Oppo,A2498600,Wish move style third against treat investment material task nature.,197003,27-02-2024,09-04-2024,7,Jose Freeman,West Alyssaland,South,N/A,Snapdragon 7s,16GB,128GB,N/A
